arm	seg	side	turn_id	addr	date	tier	reason	rank	in_deg	out_deg	seated	type	title
C	E60	old	8261	S15069/T52	2026-07-20	3	type-decision	188	2	1	0	review,design	All 9 tickets complete; rule-ledger pipeline done, staged-commit plan proposed
C	E60	old	8240	S15069/T33	2026-07-20	3	type-decision	189	2	1	0	design,ops	Converged spec v2 into nine dependency-ordered implementation tickets
C	E60	old	8231	S15069/T29	2026-07-20	3	type-decision	190	2	1	0	design	Confirmed sidecar hit-write path; demanded pre-registered kill gate
C	E60	old	8230	S15069/T28	2026-07-20	3	type-decision	191	2	1	0	design	Locked rule scope field; proposed sidecar file for hit-write hot path
C	E60	old	8229	S15069/T27	2026-07-20	3	type-decision	192	2	1	0	design	Resolved usefulness criterion: positive-effect-only, deferred calibration
C	E60	old	8224	S15069/T24	2026-07-20	3	type-decision	193	2	1	0	design	Detailed rules/rule_events schema: tombstones and append-only event log
C	E60	old	8204	S15069/T12	2026-07-20	3	type-decision	194	2	1	0	design	Resolved rule-injection strategy: full-inject small corpus, graduate hooks
C	E60	old	8198	S15069/T10	2026-07-20	3	type-decision	195	2	1	0	design	Converged on minimal self-evolution plan: refutation-only rule notes
C	E60	old	13165	S15069/T1500	2026-08-24	3	type-decision	196	2	0	0	design,implement,ops,delegate	Revision 7 authored by hand — the settlement procedure batches — and tickets 04 and 07 dispatch in parallel
C	E60	old	12796	S15069/T1300	2026-08-22	3	type-decision	197	2	0	0	design,implement	Six rulings close residual lane-model questions: optional indexes tags mark convergence, override doesn't inherit lanes, tags scope lanes to a segment
C	E60	old	12442	S15069/T1028	2026-08-19	3	type-decision	198	2	0	0	design,implement,ops	Memory policy shipped into the rubric slot with an anti-pollution guard, and P9 entered the eval set
C	E60	old	12435	S15069/T1023	2026-08-19	3	type-decision	199	2	0	0	research,correction	The original example rulings surfaced, and acting before reporting was named the error
C	E60	old	10740	S15069/T373	2026-08-08	3	type-decision	200	2	0	0	design	Rev 6: English-only system text policy, jargon swept from spec
C	E60	old	10671	S15069/T334	2026-08-08	3	type-decision	201	2	0	0	design	Locked remember() schema: 10/50/40-token fields, insight admission test
C	E60	old	13244	S15069/T1538	2026-08-24	3	type-decision	202	1	3	0	design,ops	The lane-declaration spec is written and sent to the peer
C	E60	old	13046	S15069/T1443	2026-08-23	3	type-decision	203	1	3	0	measure,correction,review	User's JSON-length challenge answered with forensics, and the landed annotation audits green
C	E60	old	12631	S15069/T1178	2026-08-21	3	type-decision	204	1	3	0	design,correction	User dissolved the phase-set blocker: per-phase edges, and self-reference for spanning turns
C	E60	old	10824	S15069/T419	2026-08-09	3	type-decision	205	1	3	0	measure,correction	Historical scan falsifies mnemo-suspicion: break dates to 2026-03-21, 4.5mo pre-mnemo
C	E60	old	13388	S15069/T1621	2026-08-25	3	type-decision	206	1	2	0	review,design	Peer's ground-count P1 confirmed as a real overturn, and the rubric split lands in settlement's own paragraph over an audience sort
C	E60	old	13261	S15069/T1548	2026-08-24	3	type-decision	207	1	2	0	design,delegate	Attribution warnings fixed at ≥4 and 0.05, the tag mandate withdrawn, and the phase question sent to the field
C	E60	old	12983	S15069/T1424	2026-08-23	3	type-decision	208	1	2	0	review,design	Peer fails the trial's judgment quality and the spec absorbs two rubric sentences plus five checklist repairs
C	E60	old	12877	S15069/T1362	2026-08-23	3	type-decision	209	1	2	0	design,implement,ops,delegate	Tickets approved and published; ticket 01 landed by hand with the budget knife; ticket 02 dispatched
C	E60	old	12871	S15069/T1357	2026-08-23	3	type-decision	210	1	2	0	design,measure	Lexicographic data layer ruled and simulated: one seat flips; valid-lane question opened; corrector becomes an identity tier
C	E60	old	12870	S15069/T1356	2026-08-23	3	type-decision	211	1	2	0	design	User ruled five of six: elected-only citation index, no coverage quota, self-credit stands, old election retires, closed/open lanes defined
C	E60	old	12853	S15069/T1343	2026-08-23	3	type-decision	212	1	2	0	design,implement,delegate,ops	User ratified the report-4 split; principle 3 rewritten and ticket 08 dispatched
C	E60	old	12773	S15069/T1279	2026-08-22	3	type-decision	213	1	2	0	design,correction	User exposed narrows-decision-only as a fossil of the pre-unification flow definition
C	E60	old	12771	S15069/T1277	2026-08-22	3	type-decision	214	1	2	0	design,discuss	User set the v10 direction: concepts plus emergence, no procedural legislation
C	E60	old	12555	S15069/T1125	2026-08-20	3	type-decision	215	1	2	0	ops,design	Edge-mechanism revision published: spec D1–D10, six tickets, CONTEXT.md gains a Citation graph section
C	E60	old	12523	S15069/T1098	2026-08-20	3	type-decision	216	1	2	0	measure,correction	User overruled the visibility-limit diagnosis: edge locality is note-writing discipline; prose mentions never enter the graph
C	E60	old	12507	S15069/T1082	2026-08-20	3	type-decision	217	1	2	0	measure,correction	Measured: 1K covers 8-10 turns, and the segment-members half would have been stale by construction
C	E60	old	12351	S15069/T965	2026-08-19	3	type-decision	218	1	2	0	design,delegate	Ten tracer tickets cut from the read-write-contract spec in three chains
C	E60	old	10852	S15069/T430	2026-08-09	3	type-decision	219	1	2	0	correction,research	Self-correction: cache-break exoneration overclaimed; mnemo's reminder implicated
C	E60	old	10722	S15069/T357	2026-08-08	3	type-decision	220	1	2	0	correction,design	Merged segment fields into type/tag; closure now purely fate-based
C	E60	old	10017	S15069/T156	2026-08-03	3	type-decision	221	1	2	0	design,correction	Replaced arrival-time G3 gate with two-phase provisional/settlement grading
C	E60	old	9990	S15069/T145	2026-08-03	3	type-decision	222	1	2	0	design,correction	Replaced compact fix with detect-at-first-prompt; locked mechanical G3 rate cap
C	E60	old	9188	S15069/T112	2026-07-28	3	type-decision	223	1	2	0	research,correction	Observation-extraction zero-count is intentional design, not a stall
C	E60	old	13505	S15069/T1716	2026-08-26	3	type-decision	224	1	1	0	design,ops	User rules retired literals leave the enum with no explanation, and both specs go to the peer
C	E60	old	13503	S15069/T1714	2026-08-26	3	type-decision	225	1	1	0	review,correction	Peer returns 13 findings on the container spec; three blockers share one root cause
C	E60	old	13486	S15069/T1703	2026-08-26	3	type-decision	226	1	1	0	design,ops	Container-unification spec written to .scratch, with two seams named for confirmation
C	E60	old	13485	S15069/T1702	2026-08-26	3	type-decision	227	1	1	0	design	User settles the container-unification design: merge is the removal path, force is the override, batch clear is required
C	E60	old	13482	S15069/T1699	2026-08-26	3	type-decision	228	1	1	0	discuss,correction	Scoped deletion to empty-only with member-clearing first; corrected the claim that empty-lane delete was missing
C	E60	old	13477	S15069/T1694	2026-08-26	3	type-decision	229	1	1	0	design,measure	User defines connectivity as both edge sides carrying the same lane tag
C	E60	old	13464	S15069/T1681	2026-08-26	3	type-decision	230	1	1	0	design,ops	User ruled all five open v12 questions, including tail-only convergence
C	E60	old	13438	S15069/T1661	2026-08-25	3	type-decision	231	1	1	0	design,correction	Writing tags IS changing membership; session attachment turned out to be an orphan
C	E60	old	13437	S15069/T1660	2026-08-25	3	type-decision	232	1	1	0	design,ops	digest retires and merge is added; rubric drops to a fifth of its size
C	E60	old	13428	S15069/T1651	2026-08-25	3	type-decision	233	1	1	0	design,measure	User pulled edge-writing out of the main agent entirely; our own data supports it
C	E60	old	13410	S15069/T1635	2026-08-25	3	type-decision	234	1	1	0	review,correction	Verifying the seven-word ticket, and a worker that broke the no-git-writes rule
C	E60	old	13405	S15069/T1630	2026-08-25	3	type-decision	235	1	1	0	design	User ruled the main agent never writes side tags, so it became a tool shape
C	E60	old	13404	S15069/T1629	2026-08-25	3	type-decision	236	1	1	0	review,correction	Peer's spec review: the migration was unsafe and one test pinned the opposite rule
C	E60	old	13397	S15069/T1627	2026-08-25	3	type-decision	237	1	1	0	design,ops	User ordered the v12 spec with election and checker held to minimal change
C	E60	old	13395	S15069/T1626	2026-08-25	3	type-decision	238	1	1	0	design,measure	productive deleted; external uptake becomes one clause of connectivity
C	E60	old	13391	S15069/T1624	2026-08-25	3	type-decision	239	1	1	0	design,correction	User reversed the arc direction, deleted self-citation, and allowed provisional lanes
C	E60	old	13375	S15069/T1614	2026-08-25	3	type-decision	240	1	1	0	correction,design	Correcting my own terminus rule: the arc-head decides, the arc-tail is free
C	E60	old	13368	S15069/T1612	2026-08-25	3	type-decision	241	1	1	0	design	Scope moves out of the seven words and into the separability criterion
C	E60	old	13366	S15069/T1610	2026-08-25	3	type-decision	242	1	1	0	design,measure	The ground/consume/extend overlap is in their scope clauses, not the words
C	E60	old	13364	S15069/T1608	2026-08-25	3	type-decision	243	1	1	0	design	User refused the segment as a fallback lane: the right to write an edge is earned
C	E60	old	13363	S15069/T1607	2026-08-25	3	type-decision	244	1	1	0	design,measure	User set the axiom: having an edge means having a lane
C	E60	old	13360	S15069/T1606	2026-08-25	3	type-decision	245	1	1	0	design,correction	User corrected the false dichotomy: not qualifying as a lane means attaching, not going lane-less
C	E60	old	13359	S15069/T1605	2026-08-25	3	type-decision	246	1	1	0	design,measure	User deleted the long-duration criterion because only hindsight can judge it
C	E60	old	13358	S15069/T1604	2026-08-25	3	type-decision	247	1	1	0	discuss,correction	User separated task identity from lane-hood using one VPS edge
C	E60	old	13357	S15069/T1603	2026-08-25	3	type-decision	248	1	1	0	design,discuss	User cut the facet idea, capped each edge side at one tag, and asked for concrete lane-less cases
C	E60	old	13353	S21460/T199	2026-08-25	3	type-decision	249	1	1	0	research,measure,design	Lane-less nodes prove relation meaning and lane decomposition are orthogonal
C	E60	old	13325	S21460/T197	2026-08-25	3	type-decision	250	1	1	0	research,measure,design	Lane election retains live-core eligibility while external citation becomes adoption evidence
C	E60	old	13241	S15069/T1535	2026-08-24	3	type-decision	251	1	1	0	design,delegate	Lane view rendering settled and the membership job cut to the lane-blocking turns
C	E60	old	13238	S15069/T1532	2026-08-24	3	type-decision	252	1	1	0	design,refactor,delegate	Segment addresses switch to the global turn id, and a subagent takes the membership backfill
C	E60	old	13081	S15069/T1455	2026-08-23	3	type-decision	253	1	1	0	review,design,ops	Peer light review lands seven findings; five spec repairs applied before ticket-cutting
C	E60	old	13074	S15069/T1452	2026-08-23	3	type-decision	254	1	1	0	design,ops	Four rulings: settlement goes pull, the prompt is authored personally, the mandate reaches every surface, peer checks the spec
C	E60	old	13072	S15069/T1451	2026-08-23	3	type-decision	255	1	1	0	design,delegate,ops	Ticket 01 dispatched alone by ruling, and the campaign's prompt lessons codified as four laws and three procedures
C	E60	old	12958	S15069/T1417	2026-08-23	3	type-decision	256	1	1	0	delegate,design	Prompt trial dispatched: a Sonnet agent re-annotates T1-100 under the amended rubric and improved checklist
C	E60	old	12927	S15069/T1397	2026-08-23	3	type-decision	257	1	1	0	research,correction	Settle mechanics answered and the job-76 authorship corrected: it touched 13 turns, not 96
C	E60	old	12916	S15069/T1391	2026-08-23	3	type-decision	258	1	1	0	design,ops	User ruled the batch goes to the peer on completion; the review scope set to the whole unreleased span
C	E60	old	12910	S15069/T1386	2026-08-23	3	type-decision	259	1	1	0	design,implement	Three interaction rulings land: solo focus for laneless nodes, blank-click clear, single-component focus
C	E60	old	12907	S15069/T1383	2026-08-23	3	type-decision	260	1	1	0	design,implement	Node-click focus made reversible: a fully focused component's click undoes its lanes
C	E60	old	12899	S15069/T1377	2026-08-23	3	type-decision	261	1	1	0	review,fix,design	Console spec peer round: eleven findings all verified, the prototype XSS patched, Rev 2 closes the set
C	E60	old	12890	S15069/T1374	2026-08-23	3	type-decision	262	1	1	0	design,implement	Chip-graph linkage built: component focus lights chips, chips scroll and multi-select
C	E60	old	12861	S15069/T1351	2026-08-23	3	type-decision	263	1	1	0	correction,discuss	User caught the adoption test smuggling: 990 is adopted, and grounds-only misses shipped lanes
C	E60	old	12854	S15069/T1344	2026-08-23	3	type-decision	264	1	1	0	design,implement	Memory-console template built: three-pane page over the reorganized window in the turn-graph style
C	E60	old	12839	S15069/T1331	2026-08-22	3	type-decision	265	1	1	0	review,correction,delegate	Round 4 returned not-ready with five P1s; two were my own acceptance failures; repairs dispatched in two clusters
C	E60	old	12806	S15069/T1306	2026-08-22	3	type-decision	266	1	1	0	design,delegate	User reframed the checker as settlement guidance and sent the design to peer discussion
C	E60	old	12805	S15069/T1305	2026-08-22	3	type-decision	267	1	1	0	design,discuss	User aligned the work to three items and asked for the checker design
C	E60	old	12791	S15069/T1295	2026-08-22	3	type-decision	268	1	1	0	design	User closed the four foundations with six zero-mechanism rulings
C	E60	old	12787	S15069/T1291	2026-08-22	3	type-decision	269	1	1	0	design,discuss	User dissolved the lane-internal relation taxonomy: tag presence alone marks lane structure
C	E60	old	12783	S15069/T1288	2026-08-22	3	type-decision	270	1	1	0	design,implement	User ruled on all seven residuals and the draft was polished to rev 2 with adopted fixes woven in
C	E60	old	12775	S15069/T1281	2026-08-22	3	type-decision	271	1	1	0	measure,design	Override-joins simulated on the real corpus after the user pinned concepts-plus-emergence
C	E60	old	12758	S15069/T1264	2026-08-22	3	type-decision	272	1	1	0	design,refactor	User ruled segment-field definitions migrate into the tool describes with no information lost
